,hard_text,profession,gender,id
522,"She teaches General English, ESP and Academic English to Journalism students. Prior to the Institute of Journalism, Olena taught an array of courses in Linguistics and Communication studies at the Institute of Philology. She also works as Director of the English Language and Information Center at Taras Shevchenko National University of Kyiv where she organizes teacher training seminars for the faculty and speaking clubs with native English speakers for students. In 2001-2002, Olena was a Fulbright Program fellow in Gender Studies at the University of Wyoming, USA. She holds a PhD in Germanic Languages. Her research interests include Discourse Analysis, Mass Media Studies, Gender Linguistics, The 21st Century Skills in Education, and Learning and Teaching with Digital Media.",professor,F,522
523,"Dr. Jenkins graduated from Temple University Lewis Katz School of Medicine in 1985 and has been in practice for 33 years. She completed a residency at New Britain General Hospital. She currently practices at Cochise Surgical Care and is affiliated with Canyon Vista Medical Center. Dr. Jenkins accepts multiple insurance plans including Aetna, Medicare and Cigna. Dr. Jenkins also practices at Canyon Vista Medical Center in Sierra Vista, AZ. In addition to English, Dr. Jenkins's practice supports this language: Spanish.",surgeon,F,523
524,"Her work has been published by leading journals, and appears in a number of books and edited collections. Her research has attracted significant international attention as evidenced by a substantial number of news print articles, including The Guardian, The New York Times and many others, and has been cited by leading practitioners, political figures and judges across Europe. Her contribution to excellence in teaching has been recognised by an Australian Government’s Citation for Excellence in Teaching in 2012. A/Prof Marmo is an assessor for the Australian Awards for University Teaching and belongs to the expert pool for Horizon 2020 grants (European Union).",professor,F,524
525,"His focus is on applications in optical interconnects, microwave photonics, sensors, and biomedical imaging and spectroscopy. He received the M.Sc. degree in applied physics and the Ph.D. degree in electrical engineering from the Eindhoven University of Technology, in 2002 and 2008, respectively. As a postdoctoral researcher and research scientist he worked at the COBRA Research Institute in Eindhoven, at the Laser Centre, Vrije Universiteit in Amsterdam, and at the University of California Santa Barbara. In these positions he explored all the major photonic integration technologies and their use in fields like satellite positioning, computer-communication and defense.",professor,M,525
526,"His interests are Strategy Implementation, International Business and Public Policy. He has also been a consultant for more than 50 companies in Europe and Latin America during the last 15 years. In addition, he is a partner and founder of Companion Consulting, a firm specialized in Business Strategy consulting focusing in retail, utilities and financial services. He holds a Ph.D. in Management Sciences from the IESE Business School.",professor,M,526
527,"She is an experienced middle school classroom teacher with extensive research experience in developing, validating, and evaluating interdisciplinary curricula and teacher professional development. Dr. Richards authored the Hands On: Food Safety curriculum in 2006, and served as the program director until 2018. Dr. Richards still assists with the development of new curriculum, training new teachers, and speaking on behalf of the Hands On program. She holds a BS in Education from Miami University (Ohio) and a Ph.D. in Curriculum, Research, and Evaluation from the University of Tennessee, Knoxville.",professor,F,527
528,"She is a specialist in the management of e-Learning projects and used her doctoral work to document their unique management practices to extend the theory and practical implications of project management maturity (and associated models). In addition to being a successful author and editor (‘Plan to learn: case studies in e-Learning project management’), she is the founding President of the Project Management Association of Canada and a member of the IPMA Delta Baseline project. Upcoming projects include the first book on research methods in project management (www.gowerpublishing.com/pmresearchmethods).",professor,F,528
529,She received her MDIV from Fuller Theological Seminary and is continuing with her studies as she pursues a PhD in Christian Ethics. Diana is an avid dancer and dessert connoisseur.,pastor,F,529
530,"She graduated with honors in 1965. Having more than 52 years of diverse experiences, especially in CLINICAL PSYCHOLOGIST, Anita W Katz affiliates with no hospital, and cooperates with other doctors and specialists without joining any medical groups. Call Anita W Katz on phone number (212) 722-8621 for more information and advises or to book an appointment.",psychologist,F,530
531,"She is active in technology pipeline initiatives at GGC focused on recruiting and retaining students in IT-related careers. She is the co-founder of GGC Tech Camp, Super Saturday Series for Middle School Girls, and the Technology Ambassadors Program. Napier engages in action research that addresses challenges of software development firms such as effectively managing software projects, creating and managing software requirements and using agile development methodologies. Napier’s research has been published in several journals, including IEEE Transactions on Software Engineering and Information Systems Journal.",professor,F,531
532,"He attended medical school at Baylor College of Medicine. For his professional training, Dr. Webb completed a residency program at a hospital affiliated with Baylor College of Medicine. His clinical interests include high risk pregnancy. On average, patients gave Dr. Webb a rating of 4.0 stars out of 5. He is in-network for Coventry, United Healthcare Plans, and United Healthcare Choice, in addition to other insurance carriers. He speaks Spanish. He is affiliated with St. Anthony's Hospital, St. Luke's Hospital, and WellStar Cobb Hospital. He is accepting new patients.",physician,M,532
533,"But when one too many patients die, she burns out and realizes she can&apos;t return to the NICU. With the help of her best friend Molly, she reevaluates her life and decides to move to the ocean to recover. Brenna is having a good time renovating her ""new"" old house when she begins to have dreams of a mother losing her baby and wonders if her house is haunted or if a different force is at work. She has suffered from nightmares about babies at work and her parents&apos; plane crash, but these dreams seem different. She gradually ""adopts"" a retriever and three cats who find their way into her heart and brighten her life. Along the way, she becomes attracted to Adam, a firefighter EMT who exposes her to stressful medical situations once again. In the end, she has to reevaluate her life yet again and decide if love is enough.",nurse,F,533
534,"He earned a B.S. in Zoology and a Master of Science in Genetics at Texas A&M University. After earning a PhD from the University of Rochester, he was awarded an Alfred P. Sloan/National Science Foundation Postdoctoral Fellowship for study at the University of Chicago and the University of Edinburgh. He joined the Biology faculty at the University of Iowa in 2002 where he teaches genetics and evolution.",professor,M,534
535,"She is an active advocate for nursing as is evidenced through her work on the NYSNA Functional Practice Unit of Direct Care Providers and the Medical-Surgical Nursing Clinical Practice Unit. Arrick has been a member of NYSNA for more than twenty years. As a delegate for NYSNA’s Delegate Assembly, as well as the National Federation of Nurses (NFN), Arrick collaborates with peers regarding the issues of staff nurses. She mentors new registered nurses in her field, emphasizing the Nurse Practice Act as her guide. According to a colleague, “Victoria’s level of care and skill set has been acknowledged as a benchmark by her peers.”",nurse,F,535
536,"Audio Combine, the recent New World Records release of Bischoff pieces spanning 2004-2011, is an undeniable reminder that, though his roots run deep, his music hasn’t been anchored.",composer,M,536
537,"Colleen specializes in providing personalized nutrition education to people with a variety of gastrointestinal conditions, including inflammatory bowel disease. Her mission is to improve peoples’ lives by empowering them to use food and nutrition to manage their digestive health. When Colleen is not counseling patients with complicated gastrointestinal conditions, she is helping people make sense of the latest nutrition news by writing in her nutrition blog, Eat For Years (www.eatforyears.com), teaching medical students, conducting cooking demonstrations, and training nutrition interns. Colleen holds a Master of Science degree in Clinical Nutrition and Dietetics from New York University and a Bachelor of Arts degree from the University of Florida, where she graduated summa cum laude. Guest Colleen D Webb, MS, RDN",dietitian,F,537
538,"His formal education consists of a weekend film school, after which he hammered out a 92 page script and the movie ""Kisses and Caroms"" was born. Since then he has worked steadily in the entertainment industry. In addition to the 14 titles Vincent has distributed into the marketplace, he has also produced a few features, ghost written a few Hollywood scripts, and penned the 334 page book, Rebel without a Deal, which chronicles how a High School dropout made his first movie in five days for $11,000 and got it distributed by Warner Bros. where it grossed over $1,000,000.00.",filmmaker,M,538
539,"Further interest include distributed computing and security issues. He coauthored works on Semantic Web P2P, Semantic Web Trust as well as Works on Robotics, AI, and formal logics.",professor,M,539
540,"Clinical interests for Dr. Dagi include strabismus and comprehensive ophthalmology. She honors Aetna, Medicaid, and Tufts Health Plan, as well as other insurance carriers. Dr. Dagi obtained her medical school training at Harvard Medical School and Georgetown University School of Medicine and performed her residency at Georgetown University Hospital. Dr. Dagi has received distinctions including A.B. Magna Cum Laude, Biochemistry, Harvard College; Who's Who in Medicine and Health Care; and Who's Who of American Women 7,8,9. Dr. Dagi (or staff) speaks the following foreign languages: Mandarin, Hebrew, and Arabic. She is affiliated with Boston Children's Hospital, Beth Israel Deaconess Medical Center (BIDMC), and Massachusetts General Hospital. Dr. Dagi has an open panel.",physician,F,540
541,"She graduated with honors in 2009. Having more than 7 years of diverse experiences, especially in NURSE PRACTITIONER, Valarie Irene Webb affiliates with Dodge County Hospital, and cooperates with other doctors and specialists in medical group Fasttrack Immediate Care Of Milledgeville,llc. Call Valarie Irene Webb on phone number (478) 374-7841 for more information and advises or to book an appointment.",nurse,F,541
542,"She has argued some 40 cases in the United States Courts of Appeals on behalf of the EEOC, both as party and as amicus curiae. She wrote the EEOC’s amicus brief in support of rehearing en banc in White v. Burlington Northern & Santa Fe Railway (6th Cir.). After the Supreme Court granted certiorari in White, Ms. Goldstein represented the EEOC in discussions with the Office of the Solicitor General about what position the Government should advocate. Prior to her tenure with the EEOC, Ms. Goldstein served as a clerk to Judge Stephanie K. Seymour of the U.S. Court of Appeals for the Tenth Circuit. Ms. Goldstein is a graduate of the University of Chicago Law School.",attorney,F,542
543,"Traci has utilized art as a healing activity since her childhood, when indulging in the making of mudpies. Traci has a two degrees (Masters in Art Therapy and Masters in Counseling Psychology). Her education has impacted and influenced her love of art and expression, and desire to bring the healing arts into her world every day.",psychologist,F,543
544,"Mrs. Stefancic holds a Bachelor of Science in Elementary Education as well as a Master's Degree in Administration and Supervision Concord University in Athens, WV. Prior to joining the Regents community, Mrs. Stefancic taught kindergarten and first grade. She also has experience working as a Reading Specialist. Mrs. Stefancic moved to Charlottesville in 2017 with her husband, Steven, who works for UVA Hospital. In her spare time, Mrs. Stefancic enjoys serving in worship ministry with her family's musical group as well as traveling and event planning.",teacher,F,544
545,"Ms. Beckett practices medicine in Ellensburg, WA and specializes in Obstetrics & Gynecology. Ms. Beckett is affiliated with Kittitas Valley Healthcare.",physician,F,545
546,"She has been with the Firm since 2003 when she started as a legal assistant and, upon completion of her law degree, became an Associate Attorney. Ashleigh concentrates her practice on Family Law, Wills, Estates, Conservatorships, and Real Property matters.Ashleigh received her juris doctor from Nashville School of Law. While attending Nashville School of Law, she was peer-elected and served on the Honor Society Board for two consecutive years. She is a member of the Montgomery County, Tennessee and Tennessee Bar Associations. She received her Bachelor’s Degree and Master’s Degree from Austin Peay State University. ×",attorney,F,546
547,"He says, ""There is an inevitable need for CI, no doubt. But developers need to have autonomy to self-elect to skip a check in if they don't feel their code contribution is ready. This will reduce the wasted effort of dealing with failed integrations and keep developers focus in the zone.""",architect,M,547
548,"Her work has appeared at Sundance, Palm Springs ShortsFest, Outfest, and the New York International Latino Film Festival. She teaches all production labs in the digital filmmaking area and organizes workshops around screenwriting, production and editing.",filmmaker,F,548
549,"He has contributed to a wide variety of publications including Wired, The Sunday Times and The Guardian. He has also held staff roles at music magazine, Q, and technology bible, Stuff. He currently spends most of his time in Dublin where he lives with his fiancee and a very moody cat.",journalist,M,549
550,"Shoaib is down to earth, passionate and hard working. Used to working in some of the toughest settings in Pakistan, he is particularly enjoying the pampering that the Idol contestants get. His idol is Rahat Fateh Ali Khan and he sang ""Mein Tenu Samjhanvaan Ki"" in the ""Their Personal Idol"" Episode. He sings with passion alright, but does he have the kind of talent that is good enough to beat the other two contestants?",journalist,M,550
551,"Ms. Truong practices medicine in Loma Linda, CA and specializes in Hematology/Oncology. Ms. Truong is affiliated with Jerry L Pettis VA Medical Center.",physician,F,551
552,He uses minimally invasive surgical techniques to treat patients with these disorders. Pediatric patients are treated in collaboration with the pediatric neurosurgery team.,surgeon,M,552
553,"Dr. Sowka attended Medical College of Wisconsin and the University of Wisconsin School of Medicine and Public Health and then went on to complete his residency at Temple University Hospital, Hahnemann University Hospital, and a hospital affiliated with MCP Hahnemann School of Medicine, Allegheny University. He accepts Blue Cross Blue Shield EPO, Blue Cross Blue Shield Bronze, Blue Cross Blue Shield HMO, and more. Dr. Sowka (or staff) is conversant in Sign Language and Spanish. He is professionally affiliated with South Florida Baptist Hospital and Bartow Regional Medical Center.",surgeon,M,553
554,"She currently teaches on the PGCE/Cert.Ed (Lifelong Learning) course, and the MSc Multimedia and E-Learning course. She supervises dissertation students at master's level, and acts as an extenral examiner for two HEIs. For more details of her research activities click here. @alisoniredale",teacher,F,554
555,"Currently she is in the process of getting her BFA at the School of Visual Arts.She is most interested in examining communities and the identities they use to define and protect themselves. When not in classes or out photographing the citiy, she can most often be found reading every book she can get her hands on.",photographer,F,555
556,"He practices in Helena, Montana and has the professional credentials of DO. The NPI Number for Dr. Brian R Robinson is 1821063413 and he holds a License No. 27529 (Montana).",physician,M,556
557,"Terry is a graduate of UCLA (with honors) and graduated from the University of Southern California School of Law (Order of the Coif, USC Law Review, Comment Editor). He was admitted to the California Bar in 1972 and is A.V. rated by Martindale Hubbell. He has 39 years’ experience representing banks and financial institutions in all aspects of litigation, with particular experience in insurance related matters and financial institution bond claims. Terry specializes in title insurance matters (including claims, litigation, bad faith, title issues), insurance bad faith, escrows, attorney malpractice, real estate matters and partnerships. Terry has more than 32 years’ experience representing title insurance companies in claims handling, defending title insurance companies in litigation and defending and prosecuting cases for title insurance company insureds. {Curriculum Vitae}",attorney,M,557
558,"His research investigates how micro-level processes generate collective outcomes, with application to status achievement in avocations, development of institutions and social roles, the emergence of cooperation, and network structure in computer mediated interaction. He has a Ph.D. in sociology from the University of Washington.",professor,M,558
559,He has been through several post graduate courses in different fields of dentistry since receiving his D.D.S. degree. He offers some of the best treatment options and procedures in a comfortable and warm clinic. He also has a team of experienced and friendly professionals who work hard to make all their patients satisfied. This dentist is available anytime for appointments.,dentist,M,559
560,"He received his B.S. from Penn State University (1984), his M.S. from Syracuse University (1989) and his Ph.D. from Lehigh University (2000) all in electrical engineering. Prior to beginning his academic career in 2002, he worked with IBM Federal Systems and Lockheed Martin Commercial Space Systems as a hardware and software design engineer.",professor,M,560
561,"In addition to interviewing some of the biggest names in the entertainment industry, and covering the latest in celebrity news & gossip, her forte (read: obsession) is examining the sensationalism, gall, and sheer genius of reality TV.",journalist,F,561
562,"She specializes in performing operations (Laparoscopic, Open Surgery), attending all possible obstetric and gynecological emergencies successfully.She was previously attached with: State Govt. Service as Gynecologist. Central Govt. Service as Consultant Gynecologist and Obstetrician. Attached to various Pvt. Hospitals and did a number of operations successfully and treated various patients.She has been regularly attending various conferences and CME Programs, also presented papers in different conferences.Doing Public Awareness Programs through media (TV Shows, Radio Programs and writing in journals).Attending Free Medical Camps, Blood Donation Camps and various Social Services.She is a Life Membership of :1.IMA2.FOGSI3. Endometriosis Society of India.4. Society of Gynecological Endoscopist of India.",surgeon,F,562
563,"As head of Rawlco Radio, a chain of radio stations in western Canada, he encourages his employees to promote and support initiatives that help to improve their local communities. His philanthropy has benefited educational, health care and arts organizations in Saskatchewan and Alberta. As well, he has initiated a program and funded scholarships at the University of Saskatchewan to encourage and support Aboriginal post-secondary students. Jean-Guy Rioux, C.M. CIO, CTO & Developer Resources Shippagan, New Brunswick",model,M,563
564,"Frustrated with the results of classic technical analysis, Mr. Fell pursued a trend following approach based on simple mathematics and chart symmetry. This approach he found to be more objective and a better predictor of future price moves, largely because the trading signal is the cause of the price move. Mr. Fell has authored Back to the Futures which explains this system for trading.",physician,M,564
565,"In December 2016, she graduated from Florida Atlantic University with her Bachelor’s degree in Accounting. Her professional experience ranges from banking, recruitment and staffing, college career advising, administrative support and now accounting. She also served in the United States Army for 3 years as a Financial Management technician.",accountant,F,565
566,"Prior to joining Microsoft, Jembaa was a senior associate with K&L Gates LLP. She was a member of the firm's intellectual property practice group, where she assisted clients with all types of intellectual property transaction issues, including strategic counseling, protection of brand and trademark assets, IP due diligence, and licensing and agreement work. Jembaa received her B.A. in Biology from Canisius College (Buffalo, NY) and her J.D. from the University of Villanova Law School (Philadelphia, PA) in 2000.",attorney,F,566
567,"She is an Andean archaeologist who has worked in highland Bolivia on pre-Inkan cultures, and most recently published a number of works on comparative colonialism. A member of the Honors Faculty as well, Dr. Beaule is passionate about teaching undergraduates, fostering critical thinking and a joy of learning.",professor,F,567
568,"She was named Playboy's Playmate of the Month for March 2008 and the 2009 Playmate of the Year. She is the first African-born and second Swedish model to be named a Playmate of the Year. Ljungqvist was born in Tanzania to a Tanzanian mother and a Swedish father. Due to her father's work for UNICEF, Ljungqvist traveled a great deal. She speaks English, Swedish, and Swahili. Ljungqvist has a degree in fashion design and marketing, and plans to study economics. Ida Ljungqvist is a Tanzanian-Swedish model. She was named Playboy's Playmate of the Month for March 2008 and the 2009 Playmate of the Year. She is the first African-born and second Swedish model to be named a Playmate of the Year.",model,F,568
569,"He is currently practising at Soni Dental Multispecialtity in Inderpuri, Delhi. Don’t wait in a queue, book an instant appointment online with Dr. Vineet Soni on Lybrate.com.",dentist,M,569
570,"She holds a Bachelor of Science degree with Honours in Psychology from Saint Mary’s University and a Master of Arts degree in Counselling Psychology from McGill University. She has worked in a variety of settings including university counselling services, the education system, the public health sector, community-based organizations, and private practice. Madeleine currently works with adolescents (12+), adults, and couples, using a trauma informed approach for a wide range of concerns including anxiety, depression, postpartum mood issues, anger, sexual orientation, relationship difficulties, abuse/trauma, grief, and life transitions. She has a special interest in immigrant and refugee mental health as well as the challenges experienced by international students when adjusting to life in Canada.",psychologist,F,570
571,"He is affiliated with Northern California Rehabilitation Hospital Redding, California. Dr. Imran Khan has been practicing for 16 years and received his medical degree from King Edward Medical University (KEMU). No Reviews Favorite",physician,M,571
572,"He is also the co-director of Urban Environments Lab. He is currently doing a PhD on the “Processes of Modernization and Urbanization in China focusing on the Pearl River Delta region”. His research areas include Strategic Planning, Urban Environment, Relationship between Design, Art and Politics in Asia.",professor,M,572
573,"She is a member of the Quality and Patient Safety Strategic Research Centre and associate member of the Centre for Social and Early Emotional Development. A registered midwife and nurse, Cate is committed to improving the safety and quality of maternity care through research and teaching. She also has a research position at Western Health where she is focused on building research capacity within the organisation.",professor,F,573
574,"Dr. White has studied the Shroud of Turin the entirety of her academic career, with a special interest in the Shroud's so-called ""Missing Years,"" of 1204-1355, including recent research in the Vatican Secret Archives. She is a frequently requested speaker on Shroud-related topics, and co-hosts an international podcast with Fr. Peter Mangum entitled, ""Who is the Man of the Shroud?""",professor,F,574
575,"He has more than two decades experience in architecting, designing and developing software solutions. This experience covers a vast range of technologies, languages and industries.Paul is a top-rated speaker, having presented at SharePoint Evolutions, the SharePoint Evolutions Roadshow, the Microsoft SharePoint Conference and TechEd conferences, as well as user groups. In recognition of these community efforts, he was awarded as a Most Valuable Professional (MVP) five times. Paul is also a Microsoft Certified Professional Developer (MCPD) for SharePoint.Paul can be found online at http://www.schaeflein.net as well as @paulschaeflein on Twitter.",architect,M,575
576,"He is the author of The Undiscovered Dewey: Religion, Morality, and the Ethos of Democracy (Columbia University Press, 2008) and the editor of a new edition of John Dewey’s The Public and Its Problems (Penn State University Press, 2012). Recent articles have appeared in, among other places, the American Political Science Review, Transactions of Charles S. Peirce Society, Contemporary Pragmatism, the European Journal of Political Theory, Contemporary Political Theory, and Philosophy and Social Criticism.",professor,M,576
577,"She has co-authored Literacy and Education: Understanding the New Literacy Studies in the Classroom (Sage, 2005) with Kate Pahl and The Literacy Principal with David Booth (Pembroke, 2002).; Jennifer Rowsell is an Assistant Professor of English Education at Rutgers University where she teaches and conducts research in the areas of New Literacy Studies and multiliteracies. She has co-authored Literacy and Education: Understanding the New Literacy Studies in the Classroom (Sage, 2005) with Kate Pahl and The Literacy Principal with David Booth (Pembroke, 2002).",professor,F,577
578,"She graduated in 2015 from AUT university with a Bachelor in Business and is currently in the process of completing her Chartered Accounting qualification. Her ambition is to use the skills she has developed in accounting to effect positive change in her community. When she is not working from the Botany office she enjoys her spare time she as part of the crew on a outrigger canoeing, 8 ball and volunteering at her local Dove Hospice.",accountant,F,578
579,Her passion for preventative wellness creates her active lifestyle up in the Rockies of Colorado. She has been the fashion editor for Lifestyle Media Group and an inspirational writer for Reign Media Group L.L.C.,personal trainer,F,579
580,"Growing up in Lexington, Kentucky he was frequently dragged across the country on family vacations and camping trips. Although he may not have appreciated it at the time, he now credits those trips for the development of his current curiosity about the world around him.",photographer,M,580
581,"She has worked in Adult Community Learning, providing literacy classes and individual support. Frances has been a Sounds-Write Trainer for eight years.",teacher,F,581
582,"His work has appeared in many publications, including Photoshop User, Punto, Rangefinder, and Studio Photography magazines, and he is the author of 75 Portraits by Hernan Rodriguez. He teaches Photoshop and lighting at trade shows and seminars, and is accredited with Wescott’s Top 100 endorsed professional photographers. He lives in Los Angeles.",photographer,M,582
583,"Her love of books, words, and writing began when her mother took Carol on weekly ventures to a tiny library a long time ago. Today she shares this love with her family, friends, and students. In this realm she has the time and opportunity to delve into text and the magic of reading.",teacher,F,583
584,"He has worked on a variety of single and multi-plaintiff employment discrimination cases against private and public employers in state and federal courts. He has drafted pleadings and motion papers, handled written discovery, conducted and defended expert and lay depositions, prepared for trials, and has courtroom experience with complex, multi-plaintiff disparate impact cases. He has broad experience in the area of employment discrimination takes pride in advocating on behalf of those who have been injured and/or wronged.",attorney,M,584
585,"She earned her Master of Science in Nursing (Family Nurse Practitioner) from Frontier Nursing University in Hyden, KY and her Master of Science in Nursing Education from the University of Phoenix. Her Bachelor of Science in Nursing was also earned at the University of Phoenix.",nurse,F,585
586,"She has been working in the field of architecture and planning under different private consultancies, research and educational institutions in Nepal. Her major passion is exploring cities and its architecture through travelling and writing articles on architectural and urban issues.",architect,F,586
587,"She is a 2006 graduate of Towson University, in Towson, Maryland, where she received a Bachelor of Arts in Law and American Civilization and Political Science; and is a 2009 graduate of the Marshall-Wythe School of Law, College of William and Mary, where she received her Juris Doctor. She was a member of the Public Service Fund and a Senior Articles Editor on the William & Mary Bill of Rights Journal. Her student note, Changing State Laws to Prohibit the Display of Hangman’s Nooses: Tightening the Knot Around the First Amendment?, 17 Wm. & Mary Bill of Rts. J. 263 (2008), was the 2009 recipient of William & Mary’s Thomas Jefferson Prize.",attorney,F,587
588,"Dr. Ameya Sonawane practices at Millennium Smile Dental Clinic in Lokhandwala, Mumbai. She completed BDS from Maharashtra Universtity of Health Sciences, Nashik in 2009.",surgeon,F,588
589,"Her background in art stems from set design - which she studied in her native Poland - and modeling, before turning to cameras and photography. Kepka brings an enormous amount of imagination, creativity, and hunger for learning to the diverse range of projects she undertakes.",photographer,F,589
590,"He is currently an emeritus clinician investigator with the Ottawa Hospital Research Institute, and an associate professor of Medicine and Psychology at the University of Ottawa. Dr. Wilson has published over 100 articles and book chapters, mostly related to behavioural and mental health concerns in palliative care and rehabilitation populations. He was the principal investigator for the Canadian National Palliative Care Survey, a multi-centre study of the quality of life of patients who were receiving palliative care for cancer. Dr. Wilson was the 2013 recipient of the Research Excellence Award from the Canadian Association for Psychosocial Oncology",psychologist,M,590
591,He leads the NU Metamaterial Modeling and Design Group and his research pertains to inverse design of photonic devices with use of metamaterials and 2D media.,professor,M,591
592,"He lives in Brick, New Jersey, USA with his wife, Veronica. Herb spends a great deal of time SCUBA diving and photographing in the nutrient rich Atlantic waters off his home state of New Jersey.",photographer,M,592
593,"His centers include Ceda Orthopedics, Interventional Medicine, and Ceda Health. Mark Cereceda graduated from Life University School of Chiropractic in December of 1993. From 1994 to 1996, he volunteered his services at Camillus House in Miami, Florida. Through his volunteer work.",physician,M,593
594,He has conducted over two decades of research that has shaped the core technology of SolenSphere. Feng has received several awards and scholarly publications over his career and continues to contribute to the technology development of SolenSphere.,professor,M,594
595,"She practices in Fort Dodge, Iowa and has the professional credentials of DNP, ARNP. The NPI Number for Mrs. Kelsey Christensen is 1033593405 and she holds a License No. H128330 (Iowa).",nurse,F,595
596,"Together with Alexander Maurits (CTR), she was the project leader of the EQ11 project entitled ""The good seminar. Developing the Ph D research seminar as an intellectual and social arena"" carried out in 2013–2016.",professor,F,596
597,"She has been practicing in the Denver area for over 10 years. While her medical interests include the management and treatment of chronic medical diseases including diabetes and heart disease, she enjoys working with patients of all ages. She is also available for well-child and well-woman exams. Diane is a member of the Colorado Academy of Physician Assistants and the American Academy of Physician Assistants.",physician,F,597
598,"It's a trick created by carefully angled blocks of glass that bend light around a central object. It only works when viewed from head on but, with more research Zhang believes it could be developed for all kinds of uses.",professor,M,598
599,"He received his Ph.D. degree in Organization, Technology and Entrepreneurship from Stanford University, Management Science and Engineering Department. His research interests focus on organization strategies, with emphasis on e-commerce and social media. He has published papers in journals such as MIS Quarterly, Information Systems Research, Journal of Management Information Systems, Journal of the Association for Information Systems, among others.",professor,M,599
600,"Mallory can’t lift her arms, so a team of therapists has devised a special form of sign language: Mallory’s interpreter holds her hands and makes gestures. Mallory then responds verbally, and her interpreter speaks for her.",painter,F,600
601,"A lot of her photographic work focuses on geography, history, architecture and personal perception. She likes to tell stories through her photography and has completed three photographic series; Pastorale, Interiors and Silent Nests. She is also the co-founder and board member of the non-profit organisation, Photo Alliance.",photographer,F,601
602,"He’s a Certified Golf Fitness Instructor from the Titleist Performance Institute. Mark is an expert in weight loss, nutritional counseling, and total body circuit training. He also enjoys incorporating TRX, kettelbell, and plyometric training as well. With over 3 years experience and having conducted thousands of 1 on 1 personal training sessions, Mark has a proven track record of client satisfaction, retention and results. Mark is also a Nutrition and Exercise Consultant with Cenegenics Medical Institue where he customizes individual programs designed to meet patient’s age management goals through evaluation of specific diagnostics, lab panel and fitness results. Mark regularly conducts follow up consultations and responds to email questions regarding nutrition/exercise supplementation and nutraceuticals for a large, executive-level patient base.",personal trainer,M,602
603,"Her research interests include conflict management, mediation, change management, and training and development. Her interest in conflict management led her to the Straus Institute for Dispute Resolution at the Pepperdine University School of Law where she earned a Certificate in Alternative Dispute Resolution (ADR).",professor,F,603
604,"He is also the graduate coordinator for A+PR, specifically in charge of its MA program. Prior to his academic appointment, Kenon worked for eight years in restaurant management and marketing, while also conducting independent media training for several smaller non-profit organizations and local businesses. His research interests include image and reputation management, particularly in sports, and minority recruitment in mass communication. Keeping with his practitioner roots, Kenon also consults with several regional and national clients, including the International Olympic Committee, Twitch, FOX Sports, NASCAR and the Country Music Association.",professor,M,604
605,"Go see her mix some crazy beats with fellow female powerhouse Claire, a Montreal Local. These two will take down the house, no question. Here's Bella's soundcloud and Claire's bandcamp.",dj,F,605
606,In 1964 he was based in Britain and thought that his readers back home might be interested to hear about the new offshore radio station that had just opened up. So he contacted Radio Caroline's office to arrange a trip to the ship. This is his story.....,journalist,M,606
607,"He’s seen far too many of his patients through the years develop terminal diseases due to tobacco addiction, and thus feels that his role in educating and supporting patients as they try to stop using tobacco is just as important as his duty to treat their condition. In recent years, he’s seen more patients express an interest in quitting tobacco – a positive trend to say the least.",physician,M,607
608,"She graduated with honors in 1992. Having more than 25 years of diverse experiences, especially in CLINICAL PSYCHOLOGIST, Amy E Kline affiliates with no hospital, and cooperates with other doctors and specialists without joining any medical groups. Call Amy E Kline on phone number (530) 666-7434 for more information and advises or to book an appointment.",psychologist,F,608
609,"A student of Anam Thubten Rinpoche and Dzongsar Khyentse Rinpoche, he is known for his clear and accessible teaching style and is the founder of the Advaya Institute. He has been leading pilgrimages to Asia since 2005, and has lead groups to Tibet, Bhutan, Nepal, India, Mongolia, China, and Thailand. Nicholas currently teaches meditation classes and holds retreats in Sonoma county, California.",teacher,M,609
610,She received her BS and MS degrees from Brooklyn College and an MS from the Northeastern University School of Engineering. She has taught at the College level for over 25 years and has been the Chair of the Department for the past 7 years.,professor,F,610
611,"He earned his B.S. degree at the University of Illinois at Urbana-Champaign and his M.A. and Ph.D. in social psychology at the University of North Carolina at Greensboro. He has taught as a graduate student at UNCG and as a visiting instructor at High Point University and Birmingham-Southern College before coming to Columbia College in 2004. Read more: http://bit.ly/cmazurek Founded in 1851, Columbia College has been helping students advance their lives through higher education for more than 150 years. As a private, non-profit, coeducational liberal arts and sciences college, the college takes pride in its small classes, experienced faculty and quality educational programs.",professor,M,611
612,"Shes an artist. Shes on the faculty at Yale. Shes also part of an architecture and design firm known as MOS that was founded sometime in 2003 (according to its website) and that uses playful experimentation, serious research, and old-fashioned problem-solving in its work. The firm approaches architecture as a set of interrelated issues including traditional concerns such as building performance, fabrication, and structure as well as cultural, social and environmental networks. Some of MOS recent work includes a villa in Ordos, Inner Mongolia, as well as a public art installation called Afterparty at the P.S.1 Contemporary Art Center in Long Island City, N.Y. Sample is working on a book called Sick City: A Global Investigation into Urbanism, Infrastructure, and Disease. Her appearance at CCA is co-sponsored by the San Francisco Museum of Modern Art.",architect,F,612
613,"He is the culture journalist for Melbourne magazine The Weekly Review, and has also written and performed podcasted fiction. Young Adult novel Fire In The Sea won the 2011 Text Prize and was published in July 2012. @mykebartlett",journalist,M,613
